1, 87.6
2, 88.9
3, 90.4
4, 91.3
5, 92.9
6, 95.4
7, 97.8
8, 100
9, 102.8
10, 104.7
11, 107
12, 109.1
13, 111.5
14, 114.1
15, 114.4
16, 116.5
17, 119.9
18, 121.7
